ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P0C0L5,Complement C4-B,C4B,,,P0C0L5,CO4B_HUMAN,4XAM,,,HGNC:1324,Human,DB00028
Q14697,Neutral alpha-glucosidase AB,GANAB,,,Q14697,GANAB_HUMAN,"",,,HGNC:4138,Human,DB00491
Q8TET4,Neutral alpha-glucosidase C,GANC,,,Q8TET4,GANC_HUMAN,"",,,HGNC:4139,Human,DB00491
B0B3C9,Genome polyprotein,NS3/4A,,,B0B3C9,B0B3C9_9HEPC,"",,,,Hepatitis C virus,DB05521; DB08873; DB09297; DB11575; DB12026
O75330,Hyaluronan mediated motility receptor,HMMR,,,O75330,HMMR_HUMAN,"",,,HGNC:5012,Human,DB08818
P49190,Parathyroid hormone 2 receptor,PTH2R,,,P49190,PTH2R_HUMAN,"",,,HGNC:9609,Human,DB05829
P16389,Potassium voltage-gated channel subfamily A member 2,KCNA2,,,P16389,KCNA2_HUMAN,"",,,HGNC:6220,Human,DB06637
P22001,Potassium voltage-gated channel subfamily A member 3,KCNA3,,,P22001,KCNA3_HUMAN,4BGC,,,HGNC:6221,Human,DB06637
P22460,Potassium voltage-gated channel subfamily A member 5,KCNA5,,,P22460,KCNA5_HUMAN,"",,,HGNC:6224,Human,DB06217; DB06637
P17658,Potassium voltage-gated channel subfamily A member 6,KCNA6,,,P17658,KCNA6_HUMAN,"",,,HGNC:6225,Human,DB06637
Q96RP8,Potassium voltage-gated channel subfamily A member 7,KCNA7,,,Q96RP8,KCNA7_HUMAN,"",,,HGNC:6226,Human,DB06637
Q16322,Potassium voltage-gated channel subfamily A member 10,KCNA10,,,Q16322,KCA10_HUMAN,"",,,HGNC:6219,Human,DB06637
Q14721,Potassium voltage-gated channel subfamily B member 1,KCNB1,,,Q14721,KCNB1_HUMAN,"",,,HGNC:6231,Human,DB06637
Q92953,Potassium voltage-gated channel subfamily B member 2,KCNB2,,,Q92953,KCNB2_HUMAN,"",,,HGNC:6232,Human,DB06637
P48547,Potassium voltage-gated channel subfamily C member 1,KCNC1,,,P48547,KCNC1_HUMAN,"",,,HGNC:6233,Human,DB06637
Q96PR1,Potassium voltage-gated channel subfamily C member 2,KCNC2,,,Q96PR1,KCNC2_HUMAN,"",,,HGNC:6234,Human,DB06637
Q14003,Potassium voltage-gated channel subfamily C member 3,KCNC3,,,Q14003,KCNC3_HUMAN,"",,,HGNC:6235,Human,DB06637
Q9NSA2,Potassium voltage-gated channel subfamily D member 1,KCND1,,,Q9NSA2,KCND1_HUMAN,"",,,HGNC:6237,Human,DB06637
Q18BX5,RNA polymerase sigma factor SigA,sigA1,,,Q18BX5,Q18BX5_PEPD6,"",,,,Clostridium difficile (strain 630),DB08874
P49765,Vascular endothelial growth factor B,VEGFB,,,P49765,VEGFB_HUMAN,2C7W; 2VWE; 2XAC,,,HGNC:12681,Human,DB08885
P28065,Proteasome subunit beta type-9,PSMB9,,,P28065,PSB9_HUMAN,"",,,HGNC:9546,Human,DB08889
P40306,Proteasome subunit beta type-10,PSMB10,,,P40306,PSB10_HUMAN,"",,,HGNC:9538,Human,DB08889
P28062,Proteasome subunit beta type-8,PSMB8,,,P28062,PSB8_HUMAN,"",,,HGNC:9545,Human,DB08889
Q16832,Discoidin domain-containing receptor 2,DDR2,,,Q16832,DDR2_HUMAN,2WUH; 2Z4F,,,HGNC:2731,Human,DB08896
P42685,Tyrosine-protein kinase FRK,FRK,,,P42685,FRK_HUMAN,"",,,HGNC:3955,Human,DB08896
P11274,Breakpoint cluster region protein,BCR,,,P11274,BCR_HUMAN,1K1F; 2AIN,,,HGNC:1014,Human,DB06616; DB08901
P36507,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,,,P36507,MP2K2_HUMAN,1S9I; 4H3Q,,,HGNC:6842,Human,DB08911
Q5XXA6,Anoctamin-1,ANO1,,,Q5XXA6,ANO1_HUMAN,"",,,HGNC:21625,Human,DB04941
P13423,Protective antigen,pagA,,,P13423,PAG_BACAN,1ACC; 1T6B; 1TX5; 1TZN; 1TZO; 1V36; 3ETB; 3INO; 3J9C; 3KWV; 3MHZ; 3Q8A; 3Q8B; 3Q8C; 3Q8E; 3Q8F; 3TEW; 3TEX; 3TEY; 3TEZ; 4EE2; 4H2A; 4NAM,,,,Bacillus anthracis,DB08902; DB09057
P9WPS1,ATP synthase subunit c,atpE,,,P9WPS1,ATPL_MYCTU,"",,,,Mycobacterium tuberculosis,DB08903
P20276,50S ribosomal protein L2,rpl2,,,P20276,RL2_HALMA,1C04; 1FFK; 1JJ2; 1K73; 1K8A; 1K9M; 1KC8; 1KD1; 1KQS; 1M1K; 1M90; 1N8R; 1NJI; 1Q7Y; 1Q81; 1Q82; 1Q86; 1QVF; 1QVG; 1S72; 1VQ4; 1VQ5; 1VQ6; 1VQ7; 1VQ8; 1VQ9; 1VQK; 1VQL; 1VQM; 1VQN; 1VQO; 1VQP; 1W2B; 1YHQ; 1YI2; 1YIJ; 1YIT; 1YJ9; 1YJN; 1YJW; 2OTJ; 2OTL; 2QA4; 2QEX; 3CC2; 3CC4; 3CC7; 3CCE; 3CCJ; 3CCL; 3CCM; 3CCQ; 3CCR; 3CCS; 3CCU; 3CCV; 3CD6; 3CMA; 3CME; 3CPW; 3CXC; 3G4S; 3G6E; 3G71; 3I55; 3I56; 3OW2; 4ADX; 4V9F,,,,Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809),DB04865
P31639,Sodium/glucose cotransporter 2,SLC5A2,,,P31639,SC5A2_HUMAN,"",,,HGNC:11037,Human,DB06292; DB08907
Q96SW2,Protein cereblon,CRBN,,,Q96SW2,CRBN_HUMAN,4M91; 4TZ4,,,HGNC:30185,Human,DB00480; DB01041; DB08910
Q14145,Kelch-like ECH-associated protein 1,KEAP1,,,Q14145,KEAP1_HUMAN,1U6D; 1ZGK; 2FLU; 3VNG; 3VNH; 3ZGC; 3ZGD; 4CXI; 4CXJ; 4CXT; 4IFJ; 4IFL; 4IFN; 4IN4; 4IQK; 4L7B; 4L7C; 4L7D; 4N1B; 4XMB,,,HGNC:23177,Human,DB08908
Q9UHC3,Acid-sensing ion channel 3,ASIC3,,,Q9UHC3,ASIC3_HUMAN,"",,,HGNC:101,Human,DB08838
Q15303,Receptor tyrosine-protein kinase erbB-4,ERBB4,,,Q15303,ERBB4_HUMAN,2AHX; 2L2T; 2LCX; 2R4B; 3BBT; 3BBW; 3BCE; 3U2P; 3U7U; 3U9U,,,HGNC:3432,Human,DB08916
Q96S37,Solute carrier family 22 member 12,SLC22A12,,,Q96S37,S22AC_HUMAN,"",,,HGNC:17989,Human,DB01138; DB11560
F1L7U3,Tubulin beta-2 chain,,,,F1L7U3,F1L7U3_ASCSU,"",,,,Pig roundworm,DB00518
P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,31631,X13584,P14867,GBRA1_HUMAN,"",,GABRA1,HGNC:4075,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
P47869,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,386422,S62907,P47869,GBRA2_HUMAN,"",,GABRA2,HGNC:4076,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
P34903,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,386424,S62908,P34903,GBRA3_HUMAN,"",,GABRA3,HGNC:4077,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,905393,U30461,P48169,GBRA4_HUMAN,"",,GABRA4,HGNC:4078,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,182916,L08485,P31644,GBRA5_HUMAN,"",,GABRA5,HGNC:4079,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,1470364,S81944,Q16445,GBRA6_HUMAN,"",,GABRA6,HGNC:4080,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,31635,X14767,P18505,GBRB1_HUMAN,"",,GABRB1,HGNC:4081,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,455946,S67368,P47870,GBRB2_HUMAN,"",,GABRB2,HGNC:4082,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,182925,M82919,P28472,GBRB3_HUMAN,4COF,,GABRB3,HGNC:4083,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,2388693,AF016917,O14764,GBRD_HUMAN,"",,,HGNC:4084,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,1857126,U66661,P78334,GBRE_HUMAN,"",,,HGNC:4085,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,193783776,AK122845,Q8N1C3,GBRG1_HUMAN,"",,,HGNC:4086,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,31637,X15376,P18507,GBRG2_HUMAN,"",,,HGNC:4087,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,1754749,S82769,Q99928,GBRG3_HUMAN,"",,,HGNC:4088,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,2197001,U95367,O00591,GBRP_HUMAN,"",,,HGNC:4089,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
Q9UN88,Gamma-aminobutyric acid receptor subunit theta,GABRQ,7861736,AF189259,Q9UN88,GBRT_HUMAN,"",,,HGNC:14454,Human,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB09118; DB11582
Q9HAB3,"Solute carrier family 52, riboflavin transporter, member 2",SLC52A2,,,Q9HAB3,S52A2_HUMAN,"",,,HGNC:30224,Human,DB01440
Q05586,"Glutamate receptor ionotropic, NMDA 1",GRIN1,219920,D13515,Q05586,NMDZ1_HUMAN,2HQW; 2NR1; 3BYA,,GRIN1,HGNC:4584,Human,DB00659
Q12879,"Glutamate receptor ionotropic, NMDA 2A",GRIN2A,558749,U09002,Q12879,NMDE1_HUMAN,3NFL,,GRIN2A,HGNC:4585,Human,DB00659
Q13224,"Glutamate receptor ionotropic, NMDA 2B",GRIN2B,1899202,U90278,Q13224,NMDE2_HUMAN,1S11; 1S2S; 2IPV,,GRIN2B,HGNC:4586,Human,DB00659
Q14957,"Glutamate receptor ionotropic, NMDA 2C",GRIN2C,1196449,L76224,Q14957,NMDE3_HUMAN,"",,GRIN2C,HGNC:4587,Human,DB00659
O15399,"Glutamate receptor ionotropic, NMDA 2D",GRIN2D,2444026,U77783,O15399,NMDE4_HUMAN,"",,GRIN2D,HGNC:4588,Human,DB00659
Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,20372905,AJ416950,Q8TCU5,NMD3A_HUMAN,"",,GRIN3A,HGNC:16767,Human,DB00659
O60391,"Glutamate receptor ionotropic, NMDA 3B",GRIN3B,3025446,AC004528,O60391,NMD3B_HUMAN,"",,GRIN3B,HGNC:16768,Human,DB00659
Q72874,Pol polyprotein,pol,,,Q72874,Q72874_9HIV1,"",,,,Human immunodeficiency virus 1,DB00224; DB00503; DB00701; DB00932; DB01072; DB01232; DB01264; DB01319; DB01601
Q7ZJM1,Integrase,pol,,,Q7ZJM1,Q7ZJM1_9HIV1,"",,,,Human immunodeficiency virus 1,DB06817; DB08930; DB09101
P23415,Glycine receptor subunit alpha-1,GLRA1,31851,X52009,P23415,GLRA1_HUMAN,1MOT; 1VRY; 2M6B; 2M6I; 4X5T,,GLRA1,HGNC:4326,Human,DB00228
P48167,Glycine receptor subunit beta,GLRB,992687,U33267,P48167,GLRB_HUMAN,"",,GLRB,HGNC:4329,Human,DB00228
P08908,5-hydroxytryptamine receptor 1A,HTR1A,189928,M28269,P08908,5HT1A_HUMAN,"",,HTR1A,HGNC:5286,Human,DB13025
P28222,5-hydroxytryptamine receptor 1B,HTR1B,219679,D10995,P28222,5HT1B_HUMAN,2G1X; 4IAQ; 4IAR,,HTR1B,HGNC:5287,Human,DB13025
P28221,5-hydroxytryptamine receptor 1D,HTR1D,177772,M89955,P28221,5HT1D_HUMAN,"",,HTR1D,HGNC:5289,Human,DB13025
P28566,5-hydroxytryptamine receptor 1E,HTR1E,177774,M91467,P28566,5HT1E_HUMAN,"",,HTR1E,HGNC:5291,Human,DB13025
P30939,5-hydroxytryptamine receptor 1F,HTR1F,307420,L05597,P30939,5HT1F_HUMAN,"",,HTR1F,HGNC:5292,Human,DB13025
P28223,5-hydroxytryptamine receptor 2A,HTR2A,36431,S42168,P28223,5HT2A_HUMAN,"",,HTR2A,HGNC:5293,Human,DB13025
P41595,5-hydroxytryptamine receptor 2B,HTR2B,475198,X77307,P41595,5HT2B_HUMAN,4IB4; 4NC3,,HTR2B,HGNC:5294,Human,DB13025
P28335,5-hydroxytryptamine receptor 2C,HTR2C,338028,M81778,P28335,5HT2C_HUMAN,"",,HTR2C,HGNC:5295,Human,DB13025
P46098,5-hydroxytryptamine receptor 3A,HTR3A,681914,D49394,P46098,5HT3A_HUMAN,"",,HTR3A,HGNC:5297,Human,DB13025
O95264,5-hydroxytryptamine receptor 3B,HTR3B,,,O95264,5HT3B_HUMAN,"",,,HGNC:5298,Human,DB13025
Q8WXA8,5-hydroxytryptamine receptor 3C,HTR3C,,,Q8WXA8,5HT3C_HUMAN,"",,,HGNC:24003,Human,DB13025
Q70Z44,5-hydroxytryptamine receptor 3D,HTR3D,,,Q70Z44,5HT3D_HUMAN,"",,,HGNC:24004,Human,DB13025
A5X5Y0,5-hydroxytryptamine receptor 3E,HTR3E,,,A5X5Y0,5HT3E_HUMAN,"",,,HGNC:24005,Human,DB13025
Q13639,5-hydroxytryptamine receptor 4,HTR4,2661757,Y12505,Q13639,5HT4R_HUMAN,"",,HTR4,HGNC:5299,Human,DB13025
P50406,5-hydroxytryptamine receptor 6,HTR6,1162924,L41147,P50406,5HT6R_HUMAN,"",,HTR6,HGNC:5301,Human,DB13025
P34969,5-hydroxytryptamine receptor 7,HTR7,1857143,U68487,P34969,5HT7R_HUMAN,"",,HTR7,HGNC:5302,Human,DB13025
P35348,Alpha-1A adrenergic receptor,ADRA1A,433201,D25235,P35348,ADA1A_HUMAN,"",,ADRA1A,HGNC:277,Human,DB00598; DB01049; DB09167; DB13025
P35368,Alpha-1B adrenergic receptor,ADRA1B,,M99589,P35368,ADA1B_HUMAN,"",,ADRA1B,HGNC:278,Human,DB00598; DB01049; DB09167; DB13025
P25100,Alpha-1D adrenergic receptor,ADRA1D,177807,M76446,P25100,ADA1D_HUMAN,"",,ADRA1D,HGNC:280,Human,DB00598; DB01049; DB09167; DB13025
P08913,Alpha-2A adrenergic receptor,ADRA2A,178196,M23533,P08913,ADA2A_HUMAN,1HLL; 1HO9; 1HOD; 1HOF,,ADRA2A,HGNC:281,Human,DB00217; DB01049; DB06707; DB09167; DB09202; DB13025
P18089,Alpha-2B adrenergic receptor,ADRA2B,178198,M34041,P18089,ADA2B_HUMAN,2CVA,,ADRA2B,HGNC:282,Human,DB00217; DB01049; DB06707; DB09167; DB09202; DB13025
P18825,Alpha-2C adrenergic receptor,ADRA2C,178194,J03853,P18825,ADA2C_HUMAN,"",,ADRA2C,HGNC:283,Human,DB00217; DB01049; DB06707; DB09167; DB09202; DB13025
P35348,Alpha-1A adrenergic receptor,ADRA1A,433201,D25235,P35348,ADA1A_HUMAN,"",,ADRA1A,HGNC:277,Human,DB01365
P35368,Alpha-1B adrenergic receptor,ADRA1B,,M99589,P35368,ADA1B_HUMAN,"",,ADRA1B,HGNC:278,Human,DB01365
P25100,Alpha-1D adrenergic receptor,ADRA1D,177807,M76446,P25100,ADA1D_HUMAN,"",,ADRA1D,HGNC:280,Human,DB01365
P08913,Alpha-2A adrenergic receptor,ADRA2A,178196,M23533,P08913,ADA2A_HUMAN,1HLL; 1HO9; 1HOD; 1HOF,,ADRA2A,HGNC:281,Human,DB01365
P18089,Alpha-2B adrenergic receptor,ADRA2B,178198,M34041,P18089,ADA2B_HUMAN,2CVA,,ADRA2B,HGNC:282,Human,DB01365
P18825,Alpha-2C adrenergic receptor,ADRA2C,178194,J03853,P18825,ADA2C_HUMAN,"",,ADRA2C,HGNC:283,Human,DB01365
P35498,Sodium channel protein type 1 subunit alpha,SCN1A,12642270,AF225985,P35498,SCN1A_HUMAN,"",,SCN1A,HGNC:10585,Human,DB05541
Q9Y5Y9,Sodium channel protein type 10 subunit alpha,SCN10A,4838145,AF117907,Q9Y5Y9,SCNAA_HUMAN,"",,SCN10A,HGNC:10582,Human,DB05541
Q9UI33,Sodium channel protein type 11 subunit alpha,SCN11A,6572950,AF188679,Q9UI33,SCNBA_HUMAN,"",,SCN11A,HGNC:10583,Human,DB05541
Q99250,Sodium channel protein type 2 subunit alpha,SCN2A,457879,M94055,Q99250,SCN2A_HUMAN,2KAV; 4JPZ,,SCN2A,HGNC:10588,Human,DB05541
Q9NY46,Sodium channel protein type 3 subunit alpha,SCN3A,7414320,AJ251507,Q9NY46,SCN3A_HUMAN,"",,SCN3A,HGNC:10590,Human,DB05541
P35499,Sodium channel protein type 4 subunit alpha,SCN4A,338213,M81758,P35499,SCN4A_HUMAN,"",,SCN4A,HGNC:10591,Human,DB05541
Q14524,Sodium channel protein type 5 subunit alpha,SCN5A,184039,M77235,Q14524,SCN5A_HUMAN,2KBI; 2L53; 4DCK; 4DJC; 4JQ0; 4OVN,,SCN5A,HGNC:10593,Human,DB05541
Q01118,Sodium channel protein type 7 subunit alpha,SCN7A,,,Q01118,SCN7A_HUMAN,"",,,HGNC:10594,Human,DB05541
Q9UQD0,Sodium channel protein type 8 subunit alpha,SCN8A,4321647,AF050736,Q9UQD0,SCN8A_HUMAN,"",,SCN8A,HGNC:10596,Human,DB05541
Q15858,Sodium channel protein type 9 subunit alpha,SCN9A,758110,X82835,Q15858,SCN9A_HUMAN,"",,SCN9A,HGNC:10597,Human,DB05541
Q07699,Sodium channel subunit beta-1,SCN1B,307415,L10338,Q07699,SCN1B_HUMAN,"",,,HGNC:10586,Human,DB05541
O60939,Sodium channel subunit beta-2,SCN2B,3309111,AF007783,O60939,SCN2B_HUMAN,"",,,HGNC:10589,Human,DB05541
Q9NY72,Sodium channel subunit beta-3,SCN3B,7160975,AJ243396,Q9NY72,SCN3B_HUMAN,4L1D,,,HGNC:20665,Human,DB05541
Q8IWT1,Sodium channel subunit beta-4,SCN4B,27465047,AY149967,Q8IWT1,SCN4B_HUMAN,4MZ2; 4MZ3,,,HGNC:10592,Human,DB05541
Q12791,Calcium-activated potassium channel subunit alpha-1,KCNMA1,537439,U13913,Q12791,KCMA1_HUMAN,2K44; 3MT5; 3NAF,,KCNMA1,HGNC:6284,Human,DB09089
Q16558,Calcium-activated potassium channel subunit beta-1,KCNMB1,1326067,U25138,Q16558,KCMB1_HUMAN,"",,,HGNC:6285,Human,DB09089
Q9Y691,Calcium-activated potassium channel subunit beta-2,KCNMB2,"",AF099137,Q9Y691,KCMB2_HUMAN,1JO6,,KCNMB2,HGNC:6286,Human,DB09089
Q9NPA1,Calcium-activated potassium channel subunit beta-3,KCNMB3,5880671,AF139471,Q9NPA1,KCMB3_HUMAN,"",,,HGNC:6287,Human,DB09089
Q86W47,Calcium-activated potassium channel subunit beta-4,KCNMB4,7799988,AF160967,Q86W47,KCMB4_HUMAN,"",,,HGNC:6289,Human,DB09089
O15554,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4,2584866,AF000972,O15554,KCNN4_HUMAN,"",,KCNN4,HGNC:6293,Human,DB09089
Q92952,Small conductance calcium-activated potassium channel protein 1,KCNN1,1575661,U69883,Q92952,KCNN1_HUMAN,"",,,HGNC:6290,Human,DB09089
Q9H2S1,Small conductance calcium-activated potassium channel protein 2,KCNN2,10334701,AF239613,Q9H2S1,KCNN2_HUMAN,"",,,HGNC:6291,Human,DB09089
Q9UGI6,Small conductance calcium-activated potassium channel protein 3,KCNN3,3309531,AF031815,Q9UGI6,KCNN3_HUMAN,"",,,HGNC:6292,Human,DB09089
P21397,Amine oxidase [flavin-containing] A,MAOA,187353,M68840,P21397,AOFA_HUMAN,1H8Q; 2BXR; 2BXS; 2Z5X; 2Z5Y,,MAOA,HGNC:6833,Human,DB00182; DB01168
P27338,Amine oxidase [flavin-containing] B,MAOB,398415,S62734,P27338,AOFB_HUMAN,1GOS; 1H8R; 1OJ9; 1OJA; 1OJC; 1OJD; 1S2Q; 1S2Y; 1S3B; 1S3E; 2BK3; 2BK4; 2BK5; 2BYB; 2C64; 2C65; 2C66; 2C67; 2C70; 2C72; 2C73; 2C75; 2C76; 2V5Z; 2V60; 2V61; 2VRL; 2VRM; 2VZ2; 2XCG; 2XFN; 2XFO; 2XFP; 2XFQ; 2XFU; 3PO7; 3ZYX; 4A79; 4A7A; 4CRT,,MAOB,HGNC:6834,Human,DB00182; DB01168
P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",PDE1A,1151109,U40370,P54750,PDE1A_HUMAN,1LXQ,,,HGNC:8774,Human,DB09283
Q01064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",PDE1B,"",U56976,Q01064,PDE1B_HUMAN,1LXR; 1TAZ; 4NPV; 4NPW,,PDE1B,HGNC:8775,Human,DB09283
Q14123,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",PDE1C,,,Q14123,PDE1C_HUMAN,1LXS,,,HGNC:8776,Human,DB09283
